log_id,station_id,item_name,date,quantity_used,unit,active_headcount,temperature_c
LOG-002184,HDR,Spare Batteries (AA/Lithium),2026-06-17,0.61,units,12,-34.2
LOG-002185,HDR,Diesel Fuel,2026-06-18,123.79,litres,10,-34.3
LOG-002186,HDR,Propane (LPG),2026-06-18,11.77,kg,10,-34.3
LOG-002187,HDR,Medical Oxygen,2026-06-18,0.25,cylinders,10,-34.3
LOG-002188,HDR,Medical Kit Supplies,2026-06-18,0.97,units,10,-34.3
LOG-002189,HDR,Dry Rations,2026-06-18,12.43,kg,10,-34.3
LOG-002190,HDR,Frozen Rations,2026-06-18,8.21,kg,10,-34.3
LOG-002191,HDR,Potable Water Treatment Tablets,2026-06-18,1.91,units,10,-34.3
LOG-002192,HDR,Spare Batteries (AA/Lithium),2026-06-18,1.24,units,10,-34.3
LOG-002193,HDR,Diesel Fuel,2026-06-19,139.01,litres,13,-34.4
LOG-002194,HDR,Propane (LPG),2026-06-19,14.11,kg,13,-34.4
LOG-002195,HDR,Medical Oxygen,2026-06-19,0.62,cylinders,13,-34.4
LOG-002196,HDR,Medical Kit Supplies,2026-06-19,0.86,units,13,-34.4
LOG-002197,HDR,Dry Rations,2026-06-19,16.0,kg,13,-34.4
LOG-002198,HDR,Frozen Rations,2026-06-19,10.77,kg,13,-34.4
LOG-002199,HDR,Potable Water Treatment Tablets,2026-06-19,1.46,units,13,-34.4
LOG-002200,HDR,Spare Batteries (AA/Lithium),2026-06-19,1.53,units,13,-34.4
LOG-002201,HDR,Diesel Fuel,2026-06-20,103.92,litres,10,-34.5
LOG-002202,HDR,Propane (LPG),2026-06-20,14.69,kg,10,-34.5
LOG-002203,HDR,Medical Oxygen,2026-06-20,0.49,cylinders,10,-34.5
LOG-002204,HDR,Medical Kit Supplies,2026-06-20,0.98,units,10,-34.5
LOG-002205,HDR,Dry Rations,2026-06-20,9.28,kg,10,-34.5
LOG-002206,HDR,Frozen Rations,2026-06-20,7.86,kg,10,-34.5
LOG-002207,HDR,Potable Water Treatment Tablets,2026-06-20,1.28,units,10,-34.5
LOG-002208,HDR,Spare Batteries (AA/Lithium),2026-06-20,1.34,units,10,-34.5
LOG-002209,HDR,Diesel Fuel,2026-06-21,117.14,litres,12,-34.6
LOG-002210,HDR,Propane (LPG),2026-06-21,14.77,kg,12,-34.6
LOG-002211,HDR,Medical Oxygen,2026-06-21,0.37,cylinders,12,-34.6
LOG-002212,HDR,Medical Kit Supplies,2026-06-21,0.77,units,12,-34.6
LOG-002213,HDR,Dry Rations,2026-06-21,14.57,kg,12,-34.6
LOG-002214,HDR,Frozen Rations,2026-06-21,10.75,kg,12,-34.6
LOG-002215,HDR,Potable Water Treatment Tablets,2026-06-21,1.49,units,12,-34.6
LOG-002216,HDR,Spare Batteries (AA/Lithium),2026-06-21,1.04,units,12,-34.6
LOG-002217,HDR,Diesel Fuel,2026-06-22,208.56,litres,13,-34.7
LOG-002218,HDR,Propane (LPG),2026-06-22,18.87,kg,13,-34.7
LOG-002219,HDR,Medical Oxygen,2026-06-22,0.55,cylinders,13,-34.7
LOG-002220,HDR,Medical Kit Supplies,2026-06-22,1.01,units,13,-34.7
LOG-002221,HDR,Dry Rations,2026-06-22,15.84,kg,13,-34.7
LOG-002222,HDR,Frozen Rations,2026-06-22,8.58,kg,13,-34.7
LOG-002223,HDR,Potable Water Treatment Tablets,2026-06-22,2.51,units,13,-34.7
LOG-002224,HDR,Spare Batteries (AA/Lithium),2026-06-22,0.68,units,13,-34.7
LOG-002225,HDR,Diesel Fuel,2026-06-23,161.84,litres,14,-34.7
LOG-002226,HDR,Propane (LPG),2026-06-23,20.94,kg,14,-34.7
LOG-002227,HDR,Medical Oxygen,2026-06-23,0.65,cylinders,14,-34.7
LOG-002228,HDR,Medical Kit Supplies,2026-06-23,1.37,units,14,-34.7
LOG-002229,HDR,Dry Rations,2026-06-23,12.61,kg,14,-34.7
LOG-002230,HDR,Frozen Rations,2026-06-23,12.08,kg,14,-34.7
LOG-002231,HDR,Potable Water Treatment Tablets,2026-06-23,2.59,units,14,-34.7
LOG-002232,HDR,Spare Batteries (AA/Lithium),2026-06-23,1.72,units,14,-34.7
LOG-002233,HDR,Diesel Fuel,2026-06-24,105.97,litres,10,-34.8
LOG-002234,HDR,Propane (LPG),2026-06-24,15.96,kg,10,-34.8
LOG-002235,HDR,Medical Oxygen,2026-06-24,0.33,cylinders,10,-34.8
LOG-002236,HDR,Medical Kit Supplies,2026-06-24,0.98,units,10,-34.8
LOG-002237,HDR,Dry Rations,2026-06-24,12.89,kg,10,-34.8
LOG-002238,HDR,Frozen Rations,2026-06-24,6.57,kg,10,-34.8
LOG-002239,HDR,Potable Water Treatment Tablets,2026-06-24,1.28,units,10,-34.8
LOG-002240,HDR,Spare Batteries (AA/Lithium),2026-06-24,0.54,units,10,-34.8
LOG-002241,HDR,Diesel Fuel,2026-06-25,169.01,litres,11,-34.8
LOG-002242,HDR,Propane (LPG),2026-06-25,14.04,kg,11,-34.8
LOG-002243,HDR,Medical Oxygen,2026-06-25,0.45,cylinders,11,-34.8
LOG-002244,HDR,Medical Kit Supplies,2026-06-25,0.75,units,11,-34.8
LOG-002245,HDR,Dry Rations,2026-06-25,14.19,kg,11,-34.8
LOG-002246,HDR,Frozen Rations,2026-06-25,6.97,kg,11,-34.8
LOG-002247,HDR,Potable Water Treatment Tablets,2026-06-25,1.21,units,11,-34.8
LOG-002248,HDR,Spare Batteries (AA/Lithium),2026-06-25,0.7,units,11,-34.8
LOG-002249,HDR,Diesel Fuel,2026-06-26,126.2,litres,13,-34.9
LOG-002250,HDR,Propane (LPG),2026-06-26,17.04,kg,13,-34.9
LOG-002251,HDR,Medical Oxygen,2026-06-26,0.43,cylinders,13,-34.9
LOG-002252,HDR,Medical Kit Supplies,2026-06-26,1.28,units,13,-34.9
LOG-002253,HDR,Dry Rations,2026-06-26,12.93,kg,13,-34.9
LOG-002254,HDR,Frozen Rations,2026-06-26,9.16,kg,13,-34.9
LOG-002255,HDR,Potable Water Treatment Tablets,2026-06-26,1.71,units,13,-34.9
LOG-002256,HDR,Spare Batteries (AA/Lithium),2026-06-26,1.69,units,13,-34.9
LOG-002257,HDR,Diesel Fuel,2026-06-27,136.62,litres,12,-34.9
LOG-002258,HDR,Propane (LPG),2026-06-27,13.28,kg,12,-34.9
LOG-002259,HDR,Medical Oxygen,2026-06-27,0.27,cylinders,12,-34.9
LOG-002260,HDR,Medical Kit Supplies,2026-06-27,0.72,units,12,-34.9
LOG-002261,HDR,Dry Rations,2026-06-27,14.54,kg,12,-34.9
LOG-002262,HDR,Frozen Rations,2026-06-27,10.01,kg,12,-34.9
LOG-002263,HDR,Potable Water Treatment Tablets,2026-06-27,1.39,units,12,-34.9
LOG-002264,HDR,Spare Batteries (AA/Lithium),2026-06-27,0.8,units,12,-34.9
LOG-002265,HDR,Diesel Fuel,2026-06-28,147.77,litres,13,-35.0
LOG-002266,HDR,Propane (LPG),2026-06-28,13.04,kg,13,-35.0
LOG-002267,HDR,Medical Oxygen,2026-06-28,0.4,cylinders,13,-35.0
LOG-002268,HDR,Medical Kit Supplies,2026-06-28,1.15,units,13,-35.0
LOG-002269,HDR,Dry Rations,2026-06-28,14.05,kg,13,-35.0
LOG-002270,HDR,Frozen Rations,2026-06-28,10.21,kg,13,-35.0
LOG-002271,HDR,Potable Water Treatment Tablets,2026-06-28,2.41,units,13,-35.0
LOG-002272,HDR,Spare Batteries (AA/Lithium),2026-06-28,0.77,units,13,-35.0
LOG-002273,HDR,Diesel Fuel,2026-06-29,178.82,litres,12,-35.0
LOG-002274,HDR,Propane (LPG),2026-06-29,16.81,kg,12,-35.0
LOG-002275,HDR,Medical Oxygen,2026-06-29,0.25,cylinders,12,-35.0
LOG-002276,HDR,Medical Kit Supplies,2026-06-29,1.1,units,12,-35.0
LOG-002277,HDR,Dry Rations,2026-06-29,12.37,kg,12,-35.0
LOG-002278,HDR,Frozen Rations,2026-06-29,7.64,kg,12,-35.0
LOG-002279,HDR,Potable Water Treatment Tablets,2026-06-29,1.5,units,12,-35.0
LOG-002280,HDR,Spare Batteries (AA/Lithium),2026-06-29,1.03,units,12,-35.0
LOG-002281,HDR,Diesel Fuel,2026-06-30,133.53,litres,14,-35.0
LOG-002282,HDR,Propane (LPG),2026-06-30,15.77,kg,14,-35.0
LOG-002283,HDR,Medical Oxygen,2026-06-30,0.62,cylinders,14,-35.0
LOG-002284,HDR,Medical Kit Supplies,2026-06-30,0.82,units,14,-35.0
LOG-002285,HDR,Dry Rations,2026-06-30,17.93,kg,14,-35.0
LOG-002286,HDR,Frozen Rations,2026-06-30,13.19,kg,14,-35.0
LOG-002287,HDR,Potable Water Treatment Tablets,2026-06-30,2.18,units,14,-35.0
LOG-002288,HDR,Spare Batteries (AA/Lithium),2026-06-30,1.47,units,14,-35.0
LOG-002289,HDR,Diesel Fuel,2026-07-01,123.88,litres,10,-35.0
LOG-002290,HDR,Propane (LPG),2026-07-01,14.75,kg,10,-35.0
LOG-002291,HDR,Medical Oxygen,2026-07-01,0.24,cylinders,10,-35.0
LOG-002292,HDR,Medical Kit Supplies,2026-07-01,0.51,units,10,-35.0
LOG-002293,HDR,Dry Rations,2026-07-01,12.32,kg,10,-35.0
LOG-002294,HDR,Frozen Rations,2026-07-01,9.93,kg,10,-35.0
LOG-002295,HDR,Potable Water Treatment Tablets,2026-07-01,1.13,units,10,-35.0
LOG-002296,HDR,Spare Batteries (AA/Lithium),2026-07-01,1.32,units,10,-35.0
LOG-002297,HDR,Diesel Fuel,2026-07-02,167.22,litres,12,-35.0
LOG-002298,HDR,Propane (LPG),2026-07-02,18.8,kg,12,-35.0
LOG-002299,HDR,Medical Oxygen,2026-07-02,0.27,cylinders,12,-35.0
LOG-002300,HDR,Medical Kit Supplies,2026-07-02,0.95,units,12,-35.0
LOG-002301,HDR,Dry Rations,2026-07-02,15.2,kg,12,-35.0
LOG-002302,HDR,Frozen Rations,2026-07-02,7.56,kg,12,-35.0
LOG-002303,HDR,Potable Water Treatment Tablets,2026-07-02,2.4,units,12,-35.0
LOG-002304,HDR,Spare Batteries (AA/Lithium),2026-07-02,0.84,units,12,-35.0
LOG-002305,HDR,Diesel Fuel,2026-07-03,192.19,litres,13,-35.0
LOG-002306,HDR,Propane (LPG),2026-07-03,12.79,kg,13,-35.0
LOG-002307,HDR,Medical Oxygen,2026-07-03,0.59,cylinders,13,-35.0
LOG-002308,HDR,Medical Kit Supplies,2026-07-03,1.18,units,13,-35.0
LOG-002309,HDR,Dry Rations,2026-07-03,12.34,kg,13,-35.0
LOG-002310,HDR,Frozen Rations,2026-07-03,12.7,kg,13,-35.0
LOG-002311,HDR,Potable Water Treatment Tablets,2026-07-03,1.37,units,13,-35.0
LOG-002312,HDR,Spare Batteries (AA/Lithium),2026-07-03,1.85,units,13,-35.0
LOG-002313,HDR,Diesel Fuel,2026-07-04,193.31,litres,13,-35.0
LOG-002314,HDR,Propane (LPG),2026-07-04,15.5,kg,13,-35.0
LOG-002315,HDR,Medical Oxygen,2026-07-04,0.27,cylinders,13,-35.0
LOG-002316,HDR,Medical Kit Supplies,2026-07-04,1.09,units,13,-35.0
LOG-002317,HDR,Dry Rations,2026-07-04,12.6,kg,13,-35.0
LOG-002318,HDR,Frozen Rations,2026-07-04,8.92,kg,13,-35.0
LOG-002319,HDR,Potable Water Treatment Tablets,2026-07-04,1.54,units,13,-35.0
LOG-002320,HDR,Spare Batteries (AA/Lithium),2026-07-04,1.01,units,13,-35.0
LOG-002321,HDR,Diesel Fuel,2026-07-05,103.83,litres,11,-35.0
LOG-002322,HDR,Propane (LPG),2026-07-05,14.82,kg,11,-35.0
LOG-002323,HDR,Medical Oxygen,2026-07-05,0.3,cylinders,11,-35.0
LOG-002324,HDR,Medical Kit Supplies,2026-07-05,0.71,units,11,-35.0
LOG-002325,HDR,Dry Rations,2026-07-05,11.71,kg,11,-35.0
LOG-002326,HDR,Frozen Rations,2026-07-05,9.02,kg,11,-35.0
LOG-002327,HDR,Potable Water Treatment Tablets,2026-07-05,1.17,units,11,-35.0
LOG-002328,HDR,Spare Batteries (AA/Lithium),2026-07-05,0.86,units,11,-35.0
LOG-002329,HDR,Diesel Fuel,2026-07-06,132.9,litres,11,-34.9
LOG-002330,HDR,Propane (LPG),2026-07-06,14.98,kg,11,-34.9
LOG-002331,HDR,Medical Oxygen,2026-07-06,0.48,cylinders,11,-34.9
LOG-002332,HDR,Medical Kit Supplies,2026-07-06,0.69,units,11,-34.9
LOG-002333,HDR,Dry Rations,2026-07-06,14.27,kg,11,-34.9
LOG-002334,HDR,Frozen Rations,2026-07-06,8.99,kg,11,-34.9
LOG-002335,HDR,Potable Water Treatment Tablets,2026-07-06,1.12,units,11,-34.9
LOG-002336,HDR,Spare Batteries (AA/Lithium),2026-07-06,0.97,units,11,-34.9
LOG-002337,HDR,Diesel Fuel,2026-07-07,149.99,litres,12,-34.9
LOG-002338,HDR,Propane (LPG),2026-07-07,17.5,kg,12,-34.9
LOG-002339,HDR,Medical Oxygen,2026-07-07,0.36,cylinders,12,-34.9
LOG-002340,HDR,Medical Kit Supplies,2026-07-07,0.94,units,12,-34.9
LOG-002341,HDR,Dry Rations,2026-07-07,12.34,kg,12,-34.9
LOG-002342,HDR,Frozen Rations,2026-07-07,8.5,kg,12,-34.9
LOG-002343,HDR,Potable Water Treatment Tablets,2026-07-07,1.23,units,12,-34.9
LOG-002344,HDR,Spare Batteries (AA/Lithium),2026-07-07,1.32,units,12,-34.9
LOG-002345,HDR,Diesel Fuel,2026-07-08,153.54,litres,10,-34.8
LOG-002346,HDR,Propane (LPG),2026-07-08,14.55,kg,10,-34.8
LOG-002347,HDR,Medical Oxygen,2026-07-08,0.22,cylinders,10,-34.8
LOG-002348,HDR,Medical Kit Supplies,2026-07-08,1.0,units,10,-34.8
LOG-002349,HDR,Dry Rations,2026-07-08,11.12,kg,10,-34.8
LOG-002350,HDR,Frozen Rations,2026-07-08,9.07,kg,10,-34.8
LOG-002351,HDR,Potable Water Treatment Tablets,2026-07-08,2.0,units,10,-34.8
LOG-002352,HDR,Spare Batteries (AA/Lithium),2026-07-08,1.47,units,10,-34.8
LOG-002353,HDR,Diesel Fuel,2026-07-09,108.91,litres,10,-34.8
LOG-002354,HDR,Propane (LPG),2026-07-09,10.85,kg,10,-34.8
LOG-002355,HDR,Medical Oxygen,2026-07-09,0.36,cylinders,10,-34.8
LOG-002356,HDR,Medical Kit Supplies,2026-07-09,0.9,units,10,-34.8
LOG-002357,HDR,Dry Rations,2026-07-09,11.95,kg,10,-34.8
LOG-002358,HDR,Frozen Rations,2026-07-09,9.06,kg,10,-34.8
LOG-002359,HDR,Potable Water Treatment Tablets,2026-07-09,1.95,units,10,-34.8
LOG-002360,HDR,Spare Batteries (AA/Lithium),2026-07-09,1.08,units,10,-34.8
LOG-002361,HDR,Diesel Fuel,2026-07-10,151.03,litres,13,-34.7
LOG-002362,HDR,Propane (LPG),2026-07-10,19.44,kg,13,-34.7
LOG-002363,HDR,Medical Oxygen,2026-07-10,0.59,cylinders,13,-34.7
LOG-002364,HDR,Medical Kit Supplies,2026-07-10,0.76,units,13,-34.7
LOG-002365,HDR,Dry Rations,2026-07-10,14.78,kg,13,-34.7
LOG-002366,HDR,Frozen Rations,2026-07-10,11.99,kg,13,-34.7
LOG-002367,HDR,Potable Water Treatment Tablets,2026-07-10,2.21,units,13,-34.7
LOG-002368,HDR,Spare Batteries (AA/Lithium),2026-07-10,1.84,units,13,-34.7
LOG-002369,HDR,Diesel Fuel,2026-07-11,140.17,litres,10,-34.7
LOG-002370,HDR,Propane (LPG),2026-07-11,11.6,kg,10,-34.7
LOG-002371,HDR,Medical Oxygen,2026-07-11,0.37,cylinders,10,-34.7
LOG-002372,HDR,Medical Kit Supplies,2026-07-11,0.57,units,10,-34.7
LOG-002373,HDR,Dry Rations,2026-07-11,12.79,kg,10,-34.7
LOG-002374,HDR,Frozen Rations,2026-07-11,9.35,kg,10,-34.7
LOG-002375,HDR,Potable Water Treatment Tablets,2026-07-11,1.81,units,10,-34.7
LOG-002376,HDR,Spare Batteries (AA/Lithium),2026-07-11,1.47,units,10,-34.7
LOG-002377,HDR,Diesel Fuel,2026-07-12,158.1,litres,14,-34.6
LOG-002378,HDR,Propane (LPG),2026-07-12,17.56,kg,14,-34.6
LOG-002379,HDR,Medical Oxygen,2026-07-12,0.32,cylinders,14,-34.6
LOG-002380,HDR,Medical Kit Supplies,2026-07-12,0.86,units,14,-34.6
LOG-002381,HDR,Dry Rations,2026-07-12,13.83,kg,14,-34.6
LOG-002382,HDR,Frozen Rations,2026-07-12,11.35,kg,14,-34.6
LOG-002383,HDR,Potable Water Treatment Tablets,2026-07-12,1.4,units,14,-34.6
LOG-002384,HDR,Spare Batteries (AA/Lithium),2026-07-12,1.99,units,14,-34.6
LOG-002385,HDR,Diesel Fuel,2026-07-13,161.7,litres,11,-34.5
LOG-002386,HDR,Propane (LPG),2026-07-13,12.65,kg,11,-34.5
LOG-002387,HDR,Medical Oxygen,2026-07-13,0.28,cylinders,11,-34.5
LOG-002388,HDR,Medical Kit Supplies,2026-07-13,0.99,units,11,-34.5
LOG-002389,HDR,Dry Rations,2026-07-13,13.72,kg,11,-34.5
LOG-002390,HDR,Frozen Rations,2026-07-13,6.86,kg,11,-34.5
LOG-002391,HDR,Potable Water Treatment Tablets,2026-07-13,1.26,units,11,-34.5
LOG-002392,HDR,Spare Batteries (AA/Lithium),2026-07-13,1.33,units,11,-34.5
LOG-002393,HDR,Diesel Fuel,2026-07-14,159.14,litres,11,-34.4
LOG-002394,HDR,Propane (LPG),2026-07-14,16.46,kg,11,-34.4
LOG-002395,HDR,Medical Oxygen,2026-07-14,0.5,cylinders,11,-34.4
LOG-002396,HDR,Medical Kit Supplies,2026-07-14,1.08,units,11,-34.4
LOG-002397,HDR,Dry Rations,2026-07-14,11.54,kg,11,-34.4
LOG-002398,HDR,Frozen Rations,2026-07-14,10.74,kg,11,-34.4
LOG-002399,HDR,Potable Water Treatment Tablets,2026-07-14,1.54,units,11,-34.4
LOG-002400,HDR,Spare Batteries (AA/Lithium),2026-07-14,0.66,units,11,-34.4
LOG-002401,HDR,Diesel Fuel,2026-07-15,136.28,litres,12,-34.3
LOG-002402,HDR,Propane (LPG),2026-07-15,19.0,kg,12,-34.3
LOG-002403,HDR,Medical Oxygen,2026-07-15,0.5,cylinders,12,-34.3
LOG-002404,HDR,Medical Kit Supplies,2026-07-15,0.86,units,12,-34.3
LOG-002405,HDR,Dry Rations,2026-07-15,13.87,kg,12,-34.3
LOG-002406,HDR,Frozen Rations,2026-07-15,9.54,kg,12,-34.3
LOG-002407,HDR,Potable Water Treatment Tablets,2026-07-15,1.58,units,12,-34.3
LOG-002408,HDR,Spare Batteries (AA/Lithium),2026-07-15,1.45,units,12,-34.3
LOG-002409,HDR,Diesel Fuel,2026-07-16,194.44,litres,14,-34.2
LOG-002410,HDR,Propane (LPG),2026-07-16,21.7,kg,14,-34.2
LOG-002411,HDR,Medical Oxygen,2026-07-16,0.61,cylinders,14,-34.2
LOG-002412,HDR,Medical Kit Supplies,2026-07-16,0.86,units,14,-34.2
LOG-002413,HDR,Dry Rations,2026-07-16,15.9,kg,14,-34.2
LOG-002414,HDR,Frozen Rations,2026-07-16,9.38,kg,14,-34.2
LOG-002415,HDR,Potable Water Treatment Tablets,2026-07-16,1.83,units,14,-34.2
LOG-002416,HDR,Spare Batteries (AA/Lithium),2026-07-16,1.66,units,14,-34.2
LOG-002417,HDR,Diesel Fuel,2026-07-17,113.79,litres,11,-34.1
LOG-002418,HDR,Propane (LPG),2026-07-17,10.05,kg,11,-34.1
LOG-002419,HDR,Medical Oxygen,2026-07-17,0.45,cylinders,11,-34.1
LOG-002420,HDR,Medical Kit Supplies,2026-07-17,0.87,units,11,-34.1
LOG-002421,HDR,Dry Rations,2026-07-17,13.64,kg,11,-34.1
LOG-002422,HDR,Frozen Rations,2026-07-17,9.99,kg,11,-34.1
LOG-002423,HDR,Potable Water Treatment Tablets,2026-07-17,1.72,units,11,-34.1
LOG-002424,HDR,Spare Batteries (AA/Lithium),2026-07-17,0.75,units,11,-34.1
LOG-002425,HDR,Diesel Fuel,2026-07-18,185.04,litres,12,-34.0
LOG-002426,HDR,Propane (LPG),2026-07-18,18.89,kg,12,-34.0
LOG-002427,HDR,Medical Oxygen,2026-07-18,0.32,cylinders,12,-34.0
LOG-002428,HDR,Medical Kit Supplies,2026-07-18,0.94,units,12,-34.0
LOG-002429,HDR,Dry Rations,2026-07-18,15.3,kg,12,-34.0
LOG-002430,HDR,Frozen Rations,2026-07-18,7.88,kg,12,-34.0
LOG-002431,HDR,Potable Water Treatment Tablets,2026-07-18,2.09,units,12,-34.0
LOG-002432,HDR,Spare Batteries (AA/Lithium),2026-07-18,0.89,units,12,-34.0
LOG-002433,HDR,Diesel Fuel,2026-07-19,123.11,litres,12,-33.9
LOG-002434,HDR,Propane (LPG),2026-07-19,18.19,kg,12,-33.9
LOG-002435,HDR,Medical Oxygen,2026-07-19,0.27,cylinders,12,-33.9
LOG-002436,HDR,Medical Kit Supplies,2026-07-19,1.03,units,12,-33.9
LOG-002437,HDR,Dry Rations,2026-07-19,13.87,kg,12,-33.9
LOG-002438,HDR,Frozen Rations,2026-07-19,11.46,kg,12,-33.9
LOG-002439,HDR,Potable Water Treatment Tablets,2026-07-19,1.74,units,12,-33.9
LOG-002440,HDR,Spare Batteries (AA/Lithium),2026-07-19,0.92,units,12,-33.9
LOG-002441,HDR,Diesel Fuel,2026-07-20,152.07,litres,11,-33.7
LOG-002442,HDR,Propane (LPG),2026-07-20,12.64,kg,11,-33.7
LOG-002443,HDR,Medical Oxygen,2026-07-20,0.48,cylinders,11,-33.7
LOG-002444,HDR,Medical Kit Supplies,2026-07-20,0.95,units,11,-33.7
LOG-002445,HDR,Dry Rations,2026-07-20,10.11,kg,11,-33.7
LOG-002446,HDR,Frozen Rations,2026-07-20,8.53,kg,11,-33.7
LOG-002447,HDR,Potable Water Treatment Tablets,2026-07-20,1.56,units,11,-33.7
LOG-002448,HDR,Spare Batteries (AA/Lithium),2026-07-20,0.73,units,11,-33.7
LOG-002449,HDR,Diesel Fuel,2026-07-21,161.84,litres,13,-33.6
LOG-002450,HDR,Propane (LPG),2026-07-21,15.17,kg,13,-33.6
LOG-002451,HDR,Medical Oxygen,2026-07-21,0.47,cylinders,13,-33.6
LOG-002452,HDR,Medical Kit Supplies,2026-07-21,0.72,units,13,-33.6
LOG-002453,HDR,Dry Rations,2026-07-21,14.19,kg,13,-33.6
LOG-002454,HDR,Frozen Rations,2026-07-21,12.29,kg,13,-33.6
LOG-002455,HDR,Potable Water Treatment Tablets,2026-07-21,2.15,units,13,-33.6
LOG-002456,HDR,Spare Batteries (AA/Lithium),2026-07-21,1.54,units,13,-33.6
LOG-002457,HDR,Diesel Fuel,2026-07-22,133.69,litres,11,-33.5
LOG-002458,HDR,Propane (LPG),2026-07-22,15.97,kg,11,-33.5
LOG-002459,HDR,Medical Oxygen,2026-07-22,0.23,cylinders,11,-33.5
LOG-002460,HDR,Medical Kit Supplies,2026-07-22,0.56,units,11,-33.5
LOG-002461,HDR,Dry Rations,2026-07-22,11.05,kg,11,-33.5
LOG-002462,HDR,Frozen Rations,2026-07-22,7.06,kg,11,-33.5
LOG-002463,HDR,Potable Water Treatment Tablets,2026-07-22,1.48,units,11,-33.5
LOG-002464,HDR,Spare Batteries (AA/Lithium),2026-07-22,1.53,units,11,-33.5
LOG-002465,HDR,Diesel Fuel,2026-07-23,154.44,litres,11,-33.3
LOG-002466,HDR,Propane (LPG),2026-07-23,14.06,kg,11,-33.3
LOG-002467,HDR,Medical Oxygen,2026-07-23,0.52,cylinders,11,-33.3
LOG-002468,HDR,Medical Kit Supplies,2026-07-23,0.6,units,11,-33.3
LOG-002469,HDR,Dry Rations,2026-07-23,12.51,kg,11,-33.3
LOG-002470,HDR,Frozen Rations,2026-07-23,9.3,kg,11,-33.3
LOG-002471,HDR,Potable Water Treatment Tablets,2026-07-23,1.63,units,11,-33.3
LOG-002472,HDR,Spare Batteries (AA/Lithium),2026-07-23,0.58,units,11,-33.3
LOG-002473,HDR,Diesel Fuel,2026-07-24,144.86,litres,11,-33.1
LOG-002474,HDR,Propane (LPG),2026-07-24,13.19,kg,11,-33.1
LOG-002475,HDR,Medical Oxygen,2026-07-24,0.24,cylinders,11,-33.1
LOG-002476,HDR,Medical Kit Supplies,2026-07-24,0.73,units,11,-33.1
LOG-002477,HDR,Dry Rations,2026-07-24,14.19,kg,11,-33.1
LOG-002478,HDR,Frozen Rations,2026-07-24,8.4,kg,11,-33.1
LOG-002479,HDR,Potable Water Treatment Tablets,2026-07-24,1.71,units,11,-33.1
LOG-002480,HDR,Spare Batteries (AA/Lithium),2026-07-24,1.57,units,11,-33.1
LOG-002481,HDR,Diesel Fuel,2026-07-25,151.74,litres,14,-33.0
LOG-002482,HDR,Propane (LPG),2026-07-25,15.33,kg,14,-33.0
LOG-002483,HDR,Medical Oxygen,2026-07-25,0.38,cylinders,14,-33.0
LOG-002484,HDR,Medical Kit Supplies,2026-07-25,0.73,units,14,-33.0
LOG-002485,HDR,Dry Rations,2026-07-25,15.8,kg,14,-33.0
LOG-002486,HDR,Frozen Rations,2026-07-25,13.1,kg,14,-33.0
LOG-002487,HDR,Potable Water Treatment Tablets,2026-07-25,1.62,units,14,-33.0
LOG-002488,HDR,Spare Batteries (AA/Lithium),2026-07-25,1.21,units,14,-33.0
LOG-002489,HDR,Diesel Fuel,2026-07-26,125.02,litres,13,-32.8
LOG-002490,HDR,Propane (LPG),2026-07-26,18.98,kg,13,-32.8
LOG-002491,HDR,Medical Oxygen,2026-07-26,0.5,cylinders,13,-32.8
LOG-002492,HDR,Medical Kit Supplies,2026-07-26,0.96,units,13,-32.8
LOG-002493,HDR,Dry Rations,2026-07-26,12.2,kg,13,-32.8
LOG-002494,HDR,Frozen Rations,2026-07-26,8.88,kg,13,-32.8
LOG-002495,HDR,Potable Water Treatment Tablets,2026-07-26,2.13,units,13,-32.8
LOG-002496,HDR,Spare Batteries (AA/Lithium),2026-07-26,1.92,units,13,-32.8
LOG-002497,HDR,Diesel Fuel,2026-07-27,191.21,litres,13,-32.6
LOG-002498,HDR,Propane (LPG),2026-07-27,14.42,kg,13,-32.6
LOG-002499,HDR,Medical Oxygen,2026-07-27,0.42,cylinders,13,-32.6
LOG-002500,HDR,Medical Kit Supplies,2026-07-27,0.97,units,13,-32.6
LOG-002501,HDR,Dry Rations,2026-07-27,15.14,kg,13,-32.6
LOG-002502,HDR,Frozen Rations,2026-07-27,8.27,kg,13,-32.6
LOG-002503,HDR,Potable Water Treatment Tablets,2026-07-27,2.01,units,13,-32.6
LOG-002504,HDR,Spare Batteries (AA/Lithium),2026-07-27,0.89,units,13,-32.6
LOG-002505,HDR,Diesel Fuel,2026-07-28,149.28,litres,13,-32.4
LOG-002506,HDR,Propane (LPG),2026-07-28,15.6,kg,13,-32.4
LOG-002507,HDR,Medical Oxygen,2026-07-28,0.36,cylinders,13,-32.4
LOG-002508,HDR,Medical Kit Supplies,2026-07-28,0.95,units,13,-32.4
LOG-002509,HDR,Dry Rations,2026-07-28,12.88,kg,13,-32.4
LOG-002510,HDR,Frozen Rations,2026-07-28,9.2,kg,13,-32.4
LOG-002511,HDR,Potable Water Treatment Tablets,2026-07-28,1.38,units,13,-32.4
LOG-002512,HDR,Spare Batteries (AA/Lithium),2026-07-28,1.63,units,13,-32.4
LOG-002513,HDR,Diesel Fuel,2026-07-29,95.61,litres,10,-32.3
LOG-002514,HDR,Propane (LPG),2026-07-29,11.3,kg,10,-32.3
